Project,Scenario,Dollar_year
Standard_scenarios_2020,MidCase,2019$
state,country,t,busbar_load,busbar_load_for_enduse,enduse_load,storage_charging,net_load_busbar,battery_charging,phs_charging,trans_losses,distloss_rate_avg,distloss_rate_marg,prm,capacity_shadow_price,planning_capacity_MW,curt_solar,curt_wind,co2_rate_avg_gen,co2_rate_avg_load_enduse,co2_srmer_enduse,co2_lrmer_enduse,co2_gen_mmt,energy_cost_busbar,op_res_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,op_res_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,nuclear_MWh,coal_MWh,coal-ccs_MWh,o-g-s_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,hydro_MWh,geothermal_MWh,biomass_MWh,wind-ons_MWh,wind-ofs_MWh,csp_MWh,upv_MWh,distpv_MWh,phs_MWh,battery_MWh,canada_MWh,battery_MW,biomass_MW,coal_MW,coal-ccs_MW,csp_MW,distpv_MW,gas-cc_MW,gas-cc-ccs_MW,gas-ct_MW,geothermal_MW,hydro_MW,nuclear_MW,o-g-s_MW,phs_MW,upv_MW,wind-ofs_MW,wind-ons_MW,battery_energy_cap_MWh,phs_energy_cap_MWh,csp_energy_cap_MWh,rps_all_shadow_price,rps_all_f,rps_solar_shadow_price,rps_solar_f,rps_wind_shadow_price,rps_wind_f,ces_shadow_price,ces_f
OH,usa,2018,160752129.3,159944789.7,151947550.3,84332.3,157593574.6,84332.3,0.0,723007.3,0.05,0.0749,0.15,30668.67,33708.6,0.0,0.0,640.7,703.7,822.2,431.1,87.2,35.57,0.05,6.32,0.0,41.93,38.51,0.05,7.02,0.0,45.58,136146130.3,2351215.2,16948228.0,64625310.0,0.0,35236.3,50379655.8,0.0,819090.9,465140.4,0.0,449461.9,2016133.1,0.0,0.0,161007.1,174074.9,0.0,72791.9,0.0,94.0,98.1,12219.5,0.0,0.0,123.0,6973.9,0.0,5420.8,0.0,99.5,2134.0,756.6,0.0,79.9,0.0,688.9,188.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
OK,usa,2018,70210112.1,69061359.9,65608291.9,518131.2,39102792.6,0.0,518131.2,630620.9,0.05,0.0749,0.136,26886.11,16629.4,0.0,755.8,348.6,378.0,727.9,391.3,28.5,33.74,0.06,6.18,0.0,39.99,36.65,0.07,7.03,0.0,43.74,82276160.6,29958567.1,0.0,11247592.6,0.0,1137419.6,36585221.6,0.0,675479.6,2254926.1,0.0,0.0,29877987.4,0.0,0.0,72369.9,8209.9,416953.9,0.0,0.0,0.0,0.0,4236.0,0.0,0.0,4.9,7263.6,0.0,1742.7,0.0,855.2,0.0,4438.1,258.0,30.5,0.0,8070.7,0.0,3096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,usa,2018,51755579.2,50415983.3,47895184.1,320.0,40424721.1,320.0,0.0,1339275.9,0.05,0.075,0.172,32482.53,9788.7,0.0,0.0,126.6,145.7,588.6,175.8,6.9,31.71,0.0,5.73,0.0,37.44,34.3,0.0,6.35,0.0,40.64,54527784.2,9991262.2,0.0,1007472.3,0.0,0.0,14782934.8,0.0,0.0,28145288.4,0.0,600583.0,9110729.6,0.0,0.0,688051.3,192481.3,0.0,243.5,0.0,10.0,98.5,585.0,0.0,0.0,147.5,3368.2,0.0,358.2,0.0,6653.5,0.0,0.0,0.0,312.5,0.0,3087.4,20.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
PA,usa,2018,161820937.9,157751203.5,149863643.2,3052449.2,152542610.8,56350.9,2996098.3,1017285.3,0.05,0.0749,0.15,29167.71,35904.2,0.0,0.0,438.8,464.9,780.5,330.3,115.3,35.14,0.06,6.27,0.0,41.46,38.16,0.07,7.14,0.0,45.38,265076601.4,5208592.7,77994778.5,75313359.4,0.0,351697.8,99455436.0,0.0,45984.3,2563317.2,0.0,1697082.7,4626162.9,0.0,0.0,77656.4,504773.3,2397880.0,48472.8,0.0,60.8,387.9,15044.0,0.0,0.0,359.5,14390.6,0.0,1937.7,0.0,797.5,9797.0,4967.3,1623.0,41.4,0.0,1370.0,121.6,19476.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
RI,usa,2018,8381563.9,8344682.0,7927447.9,0.0,8011781.4,0.0,0.0,36881.9,0.05,0.0749,0.15,20207.3,2212.2,0.0,0.0,328.1,232.7,588.9,146.0,0.8,43.39,0.08,4.91,0.0,48.38,47.03,0.09,5.54,0.0,52.65,2376453.4,332900.7,0.0,0.0,0.0,0.0,1879946.0,0.0,0.0,0.0,0.0,163606.8,52897.6,94458.0,0.0,63110.2,122434.8,0.0,0.0,0.0,0.0,36.9,0.0,0.0,0.0,86.1,1787.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,29.3,18.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
SC,usa,2018,90767537.0,85981242.7,81682180.6,4322997.6,84925486.2,7443.0,4315554.6,463296.7,0.05,0.0749,0.15,30601.23,19640.8,0.0,0.0,286.0,359.1,771.7,213.4,27.8,36.62,0.05,6.39,0.0,43.05,39.97,0.06,7.48,0.0,47.51,98979403.9,1055756.5,52721766.3,19971934.8,0.0,58114.3,18438159.2,0.0,26827.6,2071103.8,0.0,1195862.8,0.0,0.0,0.0,758074.5,297682.0,3433456.2,6422.4,0.0,8.0,180.1,5184.0,0.0,0.0,192.6,3057.0,0.0,2751.2,0.0,1336.2,6576.2,834.6,2716.0,356.1,0.0,0.0,16.0,32592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,usa,2018,12812403.2,12503817.8,11878626.8,0.0,9551356.8,0.0,0.0,308585.5,0.05,0.0749,0.1467,10633.59,2551.4,0.0,0.0,264.4,532.3,787.3,62.3,2.9,31.26,0.06,2.0,0.0,33.32,33.82,0.07,2.2,0.0,36.08,11138074.5,2952460.9,0.0,2108224.7,0.0,123.5,1817037.3,0.0,31576.9,4228651.3,0.0,0.0,2869466.2,0.0,0.0,2228.4,80766.3,0.0,0.0,0.0,0.0,0.0,474.0,0.0,0.0,50.7,290.0,0.0,692.3,0.0,1594.0,0.0,208.8,0.0,1.0,0.0,877.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,usa,2018,103272058.2,100334806.4,95318066.1,2482146.3,99790480.8,0.0,2482146.3,455105.5,0.05,0.0749,0.15,30574.98,21396.0,0.0,0.0,378.6,449.2,788.0,324.4,33.5,35.07,0.05,6.18,0.0,41.3,38.12,0.06,7.03,0.0,45.21,91037165.0,544325.6,35901412.4,25756180.4,0.0,997.9,18223857.0,0.0,147040.0,8446474.7,0.0,40010.8,71039.1,0.0,0.0,356374.7,116911.9,1976866.1,0.0,0.0,0.0,9.2,5714.0,0.0,0.0,76.0,2455.1,0.0,3749.6,0.0,2565.1,4522.7,37.8,1616.3,172.2,0.0,29.1,0.0,19395.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,usa,2018,431008446.3,427485443.1,406111171.0,164808.4,332963488.0,153143.2,11665.2,3358194.6,0.05,0.0749,0.1132,23389.88,96437.9,1284.0,66938.8,414.4,457.2,696.9,382.1,178.2,34.08,0.09,5.12,0.0,39.31,36.97,0.1,5.76,0.0,42.84,429940584.4,94521955.3,39281600.0,83160011.0,0.0,6963605.6,190367820.0,0.0,13199971.1,881068.3,0.0,1422476.1,88698688.2,0.0,0.0,5128678.8,694588.5,9384.2,132693.0,0.0,190.6,223.6,20569.6,0.0,0.0,433.5,36849.2,0.0,16637.8,0.0,682.0,4960.0,16554.2,5.0,1947.5,0.0,24534.2,381.2,60.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
UT,usa,2018,32406883.4,31848047.0,30255644.7,0.0,28202825.7,0.0,0.0,558836.5,0.05,0.075,0.126,35023.75,6004.8,0.0,0.0,763.3,815.5,591.7,266.3,33.8,31.65,0.01,6.08,0.0,37.74,34.22,0.01,6.65,0.0,40.88,44394360.8,3645221.2,0.0,29602209.3,0.0,0.0,9424496.1,0.0,16.2,753169.4,936021.4,33227.2,1146759.4,0.0,3081.3,2019545.5,475835.1,0.0,0.0,0.0,0.0,7.6,4579.0,0.0,1.5,284.5,1838.4,0.0,525.7,127.5,267.5,0.0,137.3,0.0,859.1,0.0,388.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VA,usa,2018,125173027.6,118677820.9,112743930.0,5705214.9,117774819.7,0.0,5705214.9,789991.7,0.05,0.0749,0.15,30394.07,27433.5,0.0,0.0,309.6,397.3,807.2,209.2,30.7,36.49,0.06,6.42,0.0,42.97,39.82,0.07,7.53,0.0,47.42,104196582.3,903001.2,28065888.0,9584784.5,0.0,98451.0,56615371.4,0.0,101086.1,1241224.2,0.0,3049851.4,0.0,0.0,0.0,806363.9,96637.4,4536924.5,0.0,0.0,0.0,512.9,3480.4,0.0,0.0,65.3,9233.4,0.0,4192.3,0.0,859.1,3568.0,3240.2,3241.0,392.5,0.0,0.0,0.0,38892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VT,usa,2018,6269350.5,6001959.4,5701861.4,5364.5,5169390.8,5364.5,0.0,262026.6,0.05,0.0749,0.15,19474.85,1238.7,0.0,0.0,0.0,4.8,569.0,77.0,0.0,41.69,0.07,3.79,0.0,45.56,45.17,0.08,4.25,0.0,49.49,27330095.7,832568.6,0.0,0.0,0.0,22.7,0.0,0.0,0.0,1336755.2,0.0,560194.7,474615.5,0.0,0.0,185958.1,171995.0,0.0,4601.1,24595953.4,6.0,81.1,0.0,0.0,0.0,125.2,0.0,0.0,0.0,0.0,281.3,0.0,67.8,0.0,100.5,0.0,150.2,12.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0
WA,usa,2018,106149870.5,105116675.0,99860841.2,11411.2,96079338.5,320.7,11090.5,1021784.5,0.05,0.075,0.172,31148.54,19693.9,0.0,0.0,65.6,78.0,591.1,215.8,8.3,31.16,0.0,5.67,0.0,36.83,33.7,0.0,6.24,0.0,39.94,126866076.6,9037336.3,9045814.0,4352266.4,0.0,0.0,8218457.2,0.0,0.0,85153792.8,0.0,643378.1,8837366.3,0.0,0.0,37287.1,162683.0,0.0,224.9,10414806.7,12.4,114.6,1340.0,0.0,0.0,134.2,2635.6,0.0,744.0,0.0,21585.6,1163.0,0.0,314.0,19.2,0.0,3195.9,24.8,3768.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
WI,usa,2018,71709573.9,71380396.4,67811376.6,0.0,70006673.9,0.0,0.0,329177.5,0.05,0.0749,0.15,24670.57,16671.4,0.0,0.0,618.7,627.3,796.2,446.7,39.0,34.8,0.15,5.42,0.0,40.37,37.69,0.16,6.07,0.0,43.93,62990449.2,1373722.5,9355939.2,30734831.2,0.0,124137.0,17787673.3,0.0,830819.0,1841858.1,0.0,941468.8,1253720.2,0.0,0.0,46156.7,73845.6,0.0,0.0,0.0,0.0,156.4,5500.6,0.0,0.0,51.3,2759.2,0.0,3363.3,0.0,333.3,1195.8,886.8,0.0,21.9,0.0,425.5,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
WV,usa,2018,34203913.1,33441184.2,31769124.9,87027.6,30788195.4,87027.6,0.0,675701.2,0.05,0.0749,0.15,29908.25,6916.5,0.0,0.0,866.2,796.9,818.9,257.4,26.2,35.81,0.06,5.91,0.0,41.78,38.79,0.07,6.59,0.0,45.45,30330596.6,2652988.7,0.0,25944595.1,0.0,0.0,0.0,0.0,21173.4,1636806.4,0.0,0.0,2581529.3,0.0,0.0,0.0,71459.4,0.0,75032.8,0.0,95.0,0.0,12558.0,0.0,0.0,50.7,0.0,0.0,1429.2,0.0,230.8,0.0,0.0,0.0,0.0,0.0,686.3,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WY,usa,2018,19823327.7,19433506.8,18461831.5,0.0,13583389.4,0.0,0.0,389820.8,0.05,0.075,0.1255,32706.77,3463.2,0.0,0.0,869.3,919.6,652.7,228.1,35.9,30.47,0.01,5.19,0.0,35.67,32.95,0.01,5.66,0.0,38.62,41274009.3,5850117.4,0.0,33847167.5,0.0,0.0,684713.0,0.0,1368.4,890642.9,0.0,0.0,5634216.2,0.0,0.0,211102.1,4799.1,0.0,0.0,0.0,0.0,0.0,6335.0,0.0,0.0,2.9,94.0,0.0,150.0,0.0,307.6,0.0,0.0,0.0,92.0,0.0,1512.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,usa,2020,88985172.3,87395597.3,83025817.4,209813.8,86955768.8,209813.8,0.0,1379761.2,0.05,0.0749,0.15,28037.56,19730.6,0.0,0.0,333.2,363.6,743.3,580.5,47.3,30.26,0.05,6.08,0.0,36.38,32.79,0.05,6.86,0.0,39.69,141978100.6,439828.5,43630063.8,15813134.9,0.0,2472841.7,70534463.1,0.0,862131.4,8197701.2,0.0,27936.0,0.0,0.0,0.0,407120.0,32708.5,0.0,0.0,0.0,73.3,6.4,4720.0,0.0,0.0,21.2,9629.4,0.0,2618.2,0.0,3042.6,5525.4,1562.0,0.0,194.1,0.0,0.0,1320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,usa,2020,59172822.7,58132497.9,55225873.0,47461.1,57880553.8,0.0,47461.1,992863.7,0.05,0.0749,0.1459,28036.67,13138.5,0.0,0.0,382.5,378.0,733.5,590.9,23.2,29.03,0.06,6.12,0.0,35.2,31.49,0.06,6.91,0.0,38.46,60493533.0,251944.0,14840519.2,8823737.2,0.0,1651309.2,30988975.4,0.0,734105.1,3067649.5,0.0,97688.0,0.0,0.0,0.0,217263.1,34681.0,37605.4,0.0,0.0,0.0,16.8,5105.3,0.0,0.0,21.8,4603.4,0.0,712.2,0.0,1354.9,1817.8,785.2,28.0,100.0,0.0,0.0,0.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ,usa,2020,84214422.5,83348439.0,79181017.0,168497.4,73890871.1,49785.4,118712.0,697486.1,0.0499,0.0748,0.135,36143.8,20675.0,0.0,0.0,274.1,266.3,652.4,639.1,23.3,28.08,0.02,8.28,0.0,36.38,30.39,0.02,9.3,0.0,39.71,85046211.1,9457567.9,32010426.5,12449300.6,0.0,3224.6,23931851.4,0.0,125948.3,6748865.0,0.0,189819.6,795903.8,0.0,914078.3,5163390.8,2584195.0,85987.1,43220.1,0.0,84.0,28.2,3329.0,0.0,304.9,1381.5,9857.1,0.0,3063.1,0.0,2170.5,3937.0,931.0,216.3,2015.6,0.0,267.3,168.0,2595.6,2954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA,usa,2020,284207682.8,278846086.1,264903781.9,3621740.1,211933795.8,799249.8,2822490.3,1739856.6,0.05,0.0749,0.1461,37666.44,64268.1,0.0,0.0,187.9,212.0,619.7,191.1,48.3,28.01,0.01,7.64,0.0,35.66,30.35,0.01,8.59,0.0,38.94,259170748.8,66912290.5,16952320.0,0.0,0.0,54123.2,118965355.9,0.0,1319613.9,31598367.7,15098785.0,5472139.8,9472228.1,0.0,2880544.1,36342622.3,18216895.8,2105075.2,692677.5,0.0,690.3,852.7,0.0,0.0,1372.0,10543.6,19816.0,0.0,10746.5,2041.0,10214.1,2240.0,2513.1,3911.9,13781.8,0.0,5704.7,2365.9,46942.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CO,usa,2020,61009855.6,60537604.9,57510724.7,246943.7,43616524.9,6373.9,240569.9,225306.9,0.05,0.075,0.125,32534.91,12049.1,0.0,0.0,455.0,512.6,782.4,733.2,23.1,27.13,0.01,5.65,0.0,32.8,29.36,0.01,6.24,0.0,35.63,50819798.1,16921080.0,0.0,16690127.8,0.0,17846.5,15191815.8,0.0,7663.4,1694286.3,0.0,127998.4,14126494.3,0.0,62101.8,1700225.3,1032258.6,163462.1,5517.8,0.0,10.0,17.6,4437.0,0.0,30.0,589.7,3293.6,0.0,2793.1,0.0,669.1,0.0,465.4,562.5,697.7,0.0,4225.0,20.0,6750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT,usa,2020,30999830.2,30813378.8,29272709.9,31616.2,28065913.2,9187.9,22428.3,154835.1,0.05,0.0749,0.15,20431.55,7972.1,0.0,0.0,185.9,202.1,594.7,225.7,7.6,33.81,0.05,4.75,3.98,42.59,36.61,0.05,5.34,4.31,46.32,40801137.7,2747465.6,16307004.6,0.0,0.0,2175.8,20057270.7,0.0,16698.3,475985.6,0.0,1169146.5,3282.8,0.0,0.0,1957657.9,786524.9,17505.2,7885.4,0.0,10.2,223.5,383.4,0.0,0.0,556.2,3984.9,0.0,1099.0,0.0,123.7,2073.1,1864.9,29.4,1013.1,0.0,1.0,20.4,352.8,0.0,22.1,0.25,0.0,0.0,0.0,0.0,0.0,0.0
DE,usa,2020,12103879.3,12037524.1,11435647.9,0.0,11811078.2,0.0,0.0,66355.2,0.05,0.0749,0.15,29458.66,3245.1,0.0,0.0,394.1,348.5,783.3,352.0,2.2,31.36,0.05,7.34,2.05,40.8,33.97,0.06,8.3,2.22,44.54,5503478.5,226446.0,0.0,0.0,0.0,324.0,5243928.4,0.0,2897.1,0.0,0.0,29883.0,0.0,0.0,0.0,65848.5,160597.4,0.0,0.0,0.0,0.0,7.0,410.0,0.0,0.0,107.3,1511.0,0.0,187.2,0.0,0.0,0.0,807.1,0.0,32.8,0.0,0.0,0.0,0.0,0.0,17.0,0.13,0.0,0.02,0.0,0.0,0.0,0.0
FL,usa,2020,240633772.8,239488924.1,227514477.8,53134.7,230778535.3,53134.7,0.0,1091714.0,0.05,0.0749,0.15,30325.07,54279.5,0.0,0.0,344.0,371.0,661.1,373.2,80.3,31.83,0.11,6.68,0.0,38.61,34.49,0.12,7.46,0.0,42.07,233234059.9,8710388.6,29064203.0,7604377.7,0.0,525961.3,181682380.6,0.0,1410048.4,199340.9,0.0,3991321.3,0.0,0.0,0.0,7716630.4,993758.4,0.0,46037.9,0.0,86.5,766.2,7533.0,0.0,0.0,627.8,30855.5,0.0,7636.1,0.0,54.5,3626.0,4941.9,0.0,3553.7,0.0,0.0,173.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,usa,2020,151105282.3,145755955.8,138468158.0,3936104.2,141098552.5,0.0,3936104.2,1413222.4,0.05,0.0749,0.15,29363.85,33212.7,0.0,0.0,294.1,323.6,767.8,220.9,31.1,32.14,0.04,6.33,0.0,38.51,34.97,0.04,7.31,0.0,42.31,109445754.6,4657403.3,32023700.2,9391505.3,0.0,64921.2,54735173.2,0.0,73243.9,3384822.6,0.0,1977625.0,0.0,0.0,0.0,4564840.9,92562.3,3137360.0,0.0,0.0,0.0,288.7,8416.0,0.0,0.0,59.9,7989.0,0.0,7699.1,0.0,2275.4,4061.0,1546.0,1862.2,2131.1,0.0,0.0,0.0,22346.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,usa,2020,48965767.5,48436667.6,46014834.2,0.0,12991259.5,0.0,0.0,529099.9,0.05,0.0749,0.15,32914.12,11144.1,0.0,72127.2,406.4,454.8,829.2,681.9,28.8,26.74,0.07,7.17,0.0,33.98,28.99,0.07,8.03,0.0,37.09,71015043.7,35445408.0,0.0,23765429.9,0.0,121283.5,10491613.8,0.0,35732.2,1106934.5,0.0,48641.6,35285738.4,0.0,0.0,30116.5,129553.1,0.0,0.0,0.0,0.0,11.2,4882.8,0.0,0.0,83.8,1731.8,0.0,827.1,0.0,181.4,0.0,990.3,0.0,13.5,0.0,10546.7,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
ID,usa,2020,26745678.7,26083154.9,24778997.2,0.0,22598629.2,0.0,0.0,662523.8,0.05,0.0749,0.134,33232.5,5616.4,0.0,0.0,57.9,162.3,653.9,377.0,0.9,26.94,0.01,6.65,0.0,33.6,29.15,0.01,7.33,0.0,36.48,16358113.0,3484525.8,0.0,0.0,0.0,0.0,2576205.2,0.0,0.0,9945247.3,90720.0,261414.6,2670589.9,0.0,0.0,718160.6,95775.3,0.0,0.0,0.0,0.0,38.2,0.0,0.0,0.0,61.4,547.7,0.0,547.4,12.0,2707.1,0.0,0.0,0.0,340.0,0.0,912.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,usa,2020,144370258.8,142881805.2,135737714.8,186150.4,123842974.0,186150.4,0.0,1302303.2,0.05,0.0749,0.15,35867.57,36622.0,0.0,0.0,251.1,289.8,836.6,466.1,43.2,30.44,0.07,8.79,0.2,39.49,32.98,0.07,9.97,0.22,43.24,172326116.0,19038831.1,93332521.3,26460755.6,0.0,116427.5,21200861.9,0.0,11550567.9,121038.6,0.0,344221.0,18249951.7,0.0,0.0,627843.3,161036.1,0.0,160891.3,0.0,272.1,79.1,9992.0,0.0,0.0,109.3,3385.5,0.0,10105.7,0.0,28.5,11582.4,255.5,0.0,288.7,0.0,6063.1,544.1,0.0,0.0,0.0,0.14,15.1,0.01,0.0,0.01,0.0,0.0
IN,usa,2020,105943818.8,104528419.7,99301998.7,52650.6,94853586.4,52650.6,0.0,1362748.3,0.05,0.0749,0.15,30862.91,21894.1,0.0,0.0,725.6,571.2,854.4,648.7,65.5,31.15,0.03,6.32,0.0,37.5,33.72,0.04,6.98,0.0,40.73,90291001.3,9674833.4,0.0,47626348.3,0.0,2593084.2,27137631.0,0.0,2541933.3,433300.7,0.0,238404.8,8916892.1,0.0,0.0,580926.0,177015.3,0.0,45465.8,0.0,59.4,53.2,15367.7,0.0,0.0,119.6,3749.0,0.0,3114.1,0.0,83.2,0.0,589.3,0.0,279.4,0.0,2960.8,118.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,usa,2020,43373115.7,43082918.4,40928772.4,0.0,18153334.2,0.0,0.0,290197.3,0.0499,0.0749,0.136,30350.71,10569.5,0.0,45831.1,331.4,389.9,834.1,800.0,17.0,27.53,0.05,6.87,0.0,34.45,29.86,0.05,7.71,0.0,37.6,51164462.2,24929584.2,9635850.0,14358415.5,0.0,23142.1,1849919.3,0.0,328698.1,0.0,0.0,38853.0,24804159.3,0.0,0.0,26258.8,99166.1,0.0,0.0,0.0,0.0,9.0,4670.2,0.0,0.0,61.3,266.0,0.0,2592.3,0.0,0.0,1225.0,773.7,0.0,10.2,0.0,6826.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,usa,2020,90735855.7,90014768.0,85514029.6,7505.1,89935877.9,7505.1,0.0,713582.6,0.05,0.0749,0.15,31691.01,19232.2,0.0,0.0,833.4,773.4,858.8,774.7,52.5,32.26,0.04,6.47,0.0,38.77,34.93,0.05,7.21,0.0,42.19,62997198.3,78890.1,0.0,43110262.3,0.0,1751.6,13123663.1,0.0,2779256.9,3830064.6,0.0,66834.4,0.0,0.0,0.0,54389.5,24500.6,0.0,6475.2,0.0,8.0,15.2,9908.0,0.0,0.0,15.8,1763.0,0.0,4866.6,0.0,1082.5,0.0,6.0,0.0,26.3,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,usa,2020,103030996.2,102613786.0,97483096.7,0.0,102266085.0,0.0,0.0,417210.2,0.05,0.0749,0.1394,27269.56,22573.8,0.0,0.0,384.5,420.3,751.7,546.0,32.4,29.77,0.06,5.87,0.0,35.69,32.24,0.06,6.54,0.0,38.85,84483154.2,347701.0,16777391.4,293904.3,0.0,14800460.9,49391015.5,0.0,1838997.7,953306.5,0.0,80376.6,0.0,0.0,0.0,165993.3,181707.7,0.0,0.0,0.0,0.0,10.9,1685.7,0.0,0.0,121.0,6829.6,0.0,1662.5,0.0,192.0,2132.9,4863.7,0.0,71.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA,usa,2020,60302239.7,57908512.6,55013087.0,2008809.6,52769966.6,103618.4,1905191.2,384917.5,0.05,0.0749,0.15,20067.87,14062.2,0.0,0.0,227.0,133.4,601.5,256.1,4.5,34.15,0.04,4.39,0.0,38.59,37.13,0.05,5.1,0.0,42.27,20713585.7,5138546.0,0.0,0.0,0.0,30060.8,11222605.3,0.0,68360.7,1089171.3,0.0,1554850.3,274330.8,0.0,0.0,1518742.4,3345472.8,1520934.3,89057.0,0.0,116.2,315.5,0.0,0.0,0.0,2399.5,6249.6,0.0,799.5,0.0,255.8,0.0,1991.6,1768.0,794.7,0.0,90.8,232.4,21216.0,0.0,0.0,0.17,0.0,0.07,0.0,0.0,0.0,0.2
MD,usa,2020,81276105.8,80053287.8,76050623.5,394373.0,61272107.2,394373.0,0.0,828444.8,0.05,0.0749,0.15,29586.59,19111.0,0.0,0.0,143.0,233.9,798.2,357.3,7.7,31.85,0.05,6.62,3.88,42.39,34.52,0.06,7.47,4.19,46.25,54917507.9,18781180.7,13155773.4,708850.1,0.0,1854.0,19556482.8,0.0,15196.3,1837118.2,0.0,521802.6,608151.1,0.0,0.0,16686844.7,1486184.9,0.0,339249.7,0.0,391.5,118.4,4149.0,0.0,0.0,995.5,2824.6,0.0,1605.6,0.0,590.5,1725.8,2282.3,0.0,7960.5,0.0,190.0,783.0,0.0,0.0,17.0,0.26,0.0,0.05,0.0,0.0,0.0,0.0
ME,usa,2020,13901519.4,13857905.0,13165009.8,28775.1,10342077.6,28775.1,0.0,14839.3,0.05,0.075,0.15,12221.97,2127.4,0.0,0.0,90.4,89.5,581.7,242.6,1.3,33.85,0.04,1.87,0.0,35.77,36.63,0.05,2.05,0.0,38.72,14277239.8,3515827.5,0.0,0.0,0.0,2043.3,3041302.7,0.0,0.0,3892397.2,0.0,2149102.2,3418403.3,0.0,0.0,11450.8,85973.3,0.0,24700.2,1651866.7,32.4,301.2,0.0,0.0,0.0,62.1,1284.3,0.0,156.8,0.0,604.1,0.0,737.0,0.0,5.6,0.0,936.9,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MI,usa,2020,104606967.8,102568186.6,97439777.2,1653668.2,94622157.0,0.0,1653668.2,385113.1,0.05,0.0749,0.15,29923.22,24062.3,0.0,0.0,473.6,564.1,877.4,582.5,56.2,30.76,0.03,6.61,0.0,37.41,33.37,0.04,7.53,0.0,40.94,120353433.6,7946029.6,33437503.8,37959117.1,0.0,5401439.4,21937569.2,0.0,5066093.3,1451899.8,0.0,1746518.9,7558145.8,0.0,0.0,301140.7,86743.1,1254893.4,0.0,4152369.1,0.0,283.9,8494.5,0.0,0.0,61.7,4455.8,0.0,3967.4,0.0,261.0,4122.2,2488.1,2152.0,147.2,0.0,2453.2,0.0,25824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
