P [kW],Q [kVA]
-7,17.5
-7.2,17.9
,
,
,
,
,
,
,
,
,
,
,
,
-7.2,15.7
-7.4,16.7
-7.4,17.2
-7.5,17.6
8.07,14.5
-7.6,16.9
-7.3,15.8
13,13.1
62.5,12.2
55.9,13.8
435,27.7
768,35.1
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
-7.1,16.4
-7.4,17.8
1.23,15.7
-0.3,15.1
-7.3,17.9
-6.4,16.7
0.104,16.5
102,14.2
41.4,14.4
58.3,15.8
62,16.6
64,15.8
35.4,15.2
10.5,15
-7.3,19.9
-2.3,16.2
-8.1,18
-7.4,18
-7.1,17.4
,
,
,
,
,
285,19.6
30.6,17.8
2.84,14.5
15.8,15
104,15.5
80.2,13.4
-5.6,17.5
107,18.2
7.6,16.9
0.246,18.2
10.4,17.4
94.2,14.3
,
,
,
,
,
,
,
,
,
,
,
,
,
-7.6,16.8
-7,15.1
-7.5,16.1
-7.2,15.5
-7.6,17.2
116,12.3
336,14.4
264,12.1
276,12.6
82,9.5
793,35.2
632,28
242,12.6
47.4,11.9
-7.3,16.3
67.2,13.7
19.8,14.6
79.4,12
113,11.8
47.4,10.6
,
,
,
,
172,13.4
268,16.2
328,17.8
134,12.1
20.8,14.3
-8,19.1
32.2,13.5
40.6,12.7
179,13.5
28.8,15.7
-7.8,18.4
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
-7.7,16.5
-2.8,18
1.61,16.2
65.2,13.5
70.7,12.9
-6.8,16.9
-7.4,17.9
-7.3,18.5
-6.9,18.1
-6.8,17.5
,
,
,
,
,
,
,
,
,
,
,
-8.9,16.3
-8.1,16.1
-7.5,14.8
-7.5,15.3
-7.5,15.7
-7.5,15.6
-7.1,15.7
-6.5,16.7
6.83,15.4
75.8,11.1
197,14.8
8.83,14.2
-7.7,15.9
-3,14.6
13.8,14.4
-4.8,16.7
-1.7,17.3
38,13.6
-0.23,15.6
-3.1,17.4
-7.8,18.4
-7.3,16.4
-7.2,15.9
-7.5,16.3
-7.4,14.8
-7.7,16.4
-7.2,16.2
-7.1,16.2
-7.2,16.2
-7.2,15.4
-7.4,16.7
-7.4,16.7
-7.2,15.8
-7.1,15.7
-6.8,14.6
369,24
401,23.9
168,17.2
-7.3,17.8
12.5,14.6
4.74,16.4
-3.6,16.2
-4.8,17.4
-7.7,16.8
-0.52,19.7
1.98,17.7
46.5,15.2
-8.7,18.4
9.12,15.2
-3.4,6.36
-7.8,16.9
-7.2,16.2
55.4,13.3
56.4,13.9
202,17.6
10.9,13.1
69.2,18.8
63,19.8
194,18.7
17.7,15.9
509,35.1
557,30.2
215,19.2
137,18.5
93.8,17
-8.5,18.4
-7.6,18.2
-7.2,16.8
-7.5,18
-7.1,16.9
-7,16.5
-7.5,17.6
-7.6,19.2
-3.9,8.31
-7.4,16.7
-7.6,15.8
-6.7,14.5
-6.6,14.6
-7.5,18.1
23,17.2
45.5,15.6
182,20.1
-0.97,21.5
34,14.8
79.2,17.3
66.9,16.2
32.4,14
26,14
0.9,19.3
-8.3,19.3
-7.8,19.2
59.4,12.6
108,18.2
393,26.4
249,22.2
397,26
427,26.9
23.2,13.5
17.3,13.9
87.3,16.1
317,26.2
-7.5,16.6
-7.1,16.4
-7.5,18.1
-7.5,18.2
-7.3,17.3
-7.8,18.9
-6.9,16.5
-7.1,16.9
-7,17
-6.9,17
-7,16.7
-6.7,15.7
-7.1,16.9
-7,17
-7.9,20.3
-7.4,18.5
-8.4,21.3
-7.9,18.4
-7.5,18.7
-7.8,19.5
-7.2,17.8
-7.1,17.7
-6.9,17
-8,20.3
-7.1,16.9
-7,16.4
-6.7,15.5
-7.4,17.3
-7,17.1
-7.8,19.3
-7.2,17.5
-7.1,17.1
-6.9,16.3
-6.8,15.6
-7,16.6
-7.5,18
-7.2,17.3
-6.9,16.6
-7.5,18.5
-7.2,17
-7.7,18.6
-8,18.6
12.6,15.3
-8.2,18
-7.5,16.4
-8,17.4
-7.2,13.5
-7.1,14.5
-6.9,16
-7.1,15.6
14.1,15.2
-8.5,18.2
16.7,17
25.9,16.1
34.6,15.7
1.48,13.9
-6.2,15.8
144,19.2
729,40.7
417,27.3
208,19.2
3.22,16.2
-8.3,19
23.3,15.5
78.2,16.9
60.8,15.7
101,17.5
69.8,14.3
42.1,14.3
11.2,15.1
11,16.3
107,15.9
44.1,17.2
32.5,12.3
14.3,16.7
27.4,13.8
75.4,14.2
21.8,14.9
-7,16.9
7.99,16.5
76,18.1
-2.4,16.5
-8.1,16.9
29.4,13.8
16.4,15.6
29.8,14.2
24.6,14.8
39.7,13.7
6.91,14.8
3.88,13.9
15.3,16.4
-5.8,13.9
1.91,13.9
38,14.5
6.03,13
8.34,13.8
-7.5,16.1
66,14.2
55.9,15.7
19.3,13.2
19.3,16
-7.2,17.7
-6.9,17.4
-7,17.7
-4.7,16.1
-8.8,19.3
182,23.2
770,42.5
206,22.3
64.6,15.4
53.7,16.9
-2.4,18.5
10.1,18.9
27.4,15.6
-4.8,17
-7.1,17
-7.4,17.2
-8.3,19.6
-7.6,17.2
-7.2,15.8
-3,15.6
14,13.4
16.6,15.7
47.2,16.7
-7.8,17
0.512,15.1
25.2,18.2
328,23.5
-7,15
-6.9,14.8
-6.7,15
-6.7,14.7
-6.9,15.5
-7,15.9
-7,15.8
-6.9,16
-6.7,16.1
-6.6,15.6
-6.5,15.1
-7.5,17.9
-7.2,15.7
-6.8,15.2
-6.6,14.7
-6.8,15.5
-6.5,14.6
-6.6,14.9
-7.3,17.3
-6.8,15.6
-7.1,16.5
-7,16.7
-6.5,15.5
-6.8,15.2
-6.5,14.5
-6.7,14.9
-6.5,14.1
-6.8,15.4
-6.8,15.5
-6.8,15.6
-6.8,15.6
-7,16.3
-6.9,15.6
-7.4,16.6
-6.8,15.8
-7.3,16.7
-9.1,21.4
-6.7,14.8
-6.6,15
-6.7,15.6
-6.7,15.4
-6.4,14.2
-6.6,14.8
-6.5,14.7
-6.7,15.5
60,17
100,13.4
51.3,12.4
9.54,14.1
7.33,14.6
-3.9,15.2
-8.5,18.7
-7.7,17.2
-7.3,16.2
-7.6,17.3
-6.9,15
10.7,13.6
5.47,13.7
-6.6,17.5
0.736,16.1
-8.4,15.9
-7.2,15.1
-6.8,14.2
0.724,12.6
-8.2,16.4
-7.3,16
107,18.1
395,24.9
99.1,20.1
65.3,15
38.5,14.1
-7.2,14.2
-6.8,14.4
322,19.4
561,26.5
234,13.5
26.7,15.5
54.1,10.5
-3.2,14
240,18.1
531,24.5
41.9,10.3
-7,14.8
-7,15.1
-5.8,13.6
-4.6,11.7
-4.8,12.8
-2.5,14.5
-8.3,16.9
21.9,17.4
295,21.7
147,13.4
208,15.5
259,16.4
98.5,16.2
53.2,14.2
-7.6,19.2
507,27.1
639,34
670,34.7
654,29.5
499,21.7
654,28.6
654,29.8
-6.8,17.1
-8.7,18
-7.3,16.2
-7.4,16.5
-7.2,15.6
-6.9,14.9
2.6,14.3
-7.7,15.7
222,19
315,18.6
217,12.7
227,17.5
428,19.6
460,22.8
168,13.1
390,20
503,23.7
177,13
45.9,11
36.8,14.5
351,21.6
151,13.8
-7.2,16
-0.58,18.5
-8.6,19.7
-6.9,15.1
21.6,14.9
18.6,14.7
-7,15.6
-3.2,13.9
-8.4,18.1
39.2,12.6
72.3,11.2
15.5,14.4
100,14.5
14.2,15.2
45.5,13
2.04,14.3
-6.7,16.9
2.3,16.2
101,13.7
90.7,17.3
126,12.9
42.9,12.4
22.1,13.4
105,16.8
83.8,13
99.9,13.1
153,14.2
71.2,14.8
37.4,13.3
-7.4,17.8
-7.3,17
-7.3,15.6
-7.1,15.9
-1.8,15.4
13.3,14.6
11.2,14.9
2.44,16.8
36.7,14.8
17.7,15.7
-7.6,17.9
47.5,14.1
141,14.3
85.2,15.1
75.1,15.9
-8.8,19.1
-7.7,18.4
48.4,12.8
59.1,12.1
24.7,13.1
-7.4,17.9
-7.4,18
64.4,16.2
35,14.9
-8.9,19.8
-7,15.7
-6.8,15.3
-6.9,15.5
46.6,13.9
11.7,16.7
31.7,14.5
13.7,14.8
18.4,15.5
7.7,16.4
70.5,11.3
46.9,13.1
28,14
88.9,11.3
188,14
346,19
669,33.8
450,25.1
195,19.3
184,14.8
93.2,17
148,14.3
-3.1,17.3
-7.1,17.6
-7.2,15.9
-7.6,17.7
-8.2,20
-1.7,15.5
-1.7,16.2
-7.3,16.8
2.32,16.7
0.436,17.4
-4.2,18.6
9.96,16
-3.8,17.5
7.4,14.6
-3,16.3
-6.4,16.9
-7.5,18.4
2.95,15.7
-8.3,18.6
-7.4,18.1
-9.3,23.9
-8,20.5
-3.7,19.6
-8,20.9
5.42,17.2
78.4,16.3
-1.2,18.7
-7.5,18.5
-7.5,19
-7.5,19.1
-7,18.1
6.91,15.4
162,14.6
674,36.1
502,26.7
144,15.6
126,12.2
290,20
524,26.8
1240,72.3
1020,59.4
22.2,15.8
63.6,13.4
7.54,15.1
-9.4,20.1
87.3,16.9
-5.9,16.3
8.6,15
11,13
-7,16.2
469,25.9
28.1,15.1
8.01,15.5
152,12.7
399,19.8
163,14
372,25.5
262,17.5
308,20.2
246,24.4
79.9,17.3
613,41
410,31.6
18.4,16.3
96.9,14.4
452,22
433,19.7
211,15.6
37.9,16.8
436,24
353,20.5
315,22.1
10.5,17.9
195,13.7
-1.8,17.8
-7.3,16
0.468,16.3
38.4,13
0.859,18.4
-7.7,18.4
-7.2,17.3
-6.6,17.6
10.9,15.3
122,18.4
-8.5,21.2
647,33.9
444,24.1
411,23.1
105,11.1
251,14.4
88.5,13.5
46.4,16.3
-8.6,19.7
-7.3,17.1
13,15.2
-8.3,17.7
47.3,12.4
115,12.4
64.2,14.3
92.7,11.6
304,17.7
73.9,11.8
-3.7,16.7
-8.9,18.9
-7.6,17.9
2.6,15.9
6.95,15.4
157,13.9
280,16.8
88,12.3
84,11.9
242,16.5
57.8,13.3
-4.2,18
20.2,15.7
-7.2,17.5
-7.6,18.9
-7.5,18.1
-7.7,18.8
-7.7,18.6
124,17.5
113,14.5
39.5,14.1
-7.8,18.2
-6.6,16.2
-3.1,16.4
81.1,10.6
46.1,12.4
120,11.8
443,21.3
659,30.3
617,29.7
758,36.9
747,38.2
354,22.9
365,21.7
104,12.8
33.6,15.9
3.32,16.6
230,15.2
367,19.8
400,20.3
336,18.4
304,17.3
208,15.5
228,13.1
0.0000248,-0.000001
,
,
,
,
-5.6,11.8
-6,12.4
-7,15.8
-6.7,15.6
-6.5,15
-6.6,15.5
-6.7,15.3
-6.7,14.5
-6.7,13.2
-6.8,13.4
-6.8,14
-6.7,14.1
-6.7,13.6
-6.8,14.2
-6.9,14.7
-6.9,15
-7,15.3
-7,15.5
-7,15.4
-6.9,14.8
-6.7,13.6
-6.5,12.3
-6.6,13.4
-6.6,14.6
-6.6,14.6
-6.5,14
-6.5,13.9
-6.5,13.9
-6.6,14
-6.6,14.4
-6.7,14.8
-6.6,13.5
-6.8,14
-6.8,14.3
-6.9,14.2
-6.9,14
-6.9,14.2
-7,14.8
-7.2,15.4
-7.3,15.9
-7.4,16.2
-7.5,16.5
-7.5,16.7
-7.6,16.3
-7.5,15.5
-7,14.3
-6.9,14.1
-6.8,14.4
-6.9,14.7
-7,15
-7,14.8
-6.9,14.7
-7,14.9
-6.9,14.8
-6.8,14.5
-6.8,14.8
-6.9,15.1
-6.9,14.1
-6.9,14.7
-7,14.8
-6.9,14.8
-6.9,14.5
-6.9,14.9
-7,15.2
-7.1,15.4
-7.3,15.3
80.3,11.1
1.32,13.4
-7.5,16.2
-7.3,15.6
-6.9,14.5
-7,15
-6.9,14.7
-7.1,16.1
5.69,13.8
-2.4,14.3
65,14
462,22.2
924,46.5
628,30.4
176,14.6
-6.7,15.8
-6.9,15.5
7.06,14.9
38.5,11.7
-8.4,16.5
-7.5,16.5
-7,16.4
-7,16.2
-7.3,16.8
-7,15.7
-6.4,13.9
-6.5,14.2
-7.7,17.1
-7,14.5
-7.6,15.6
-7.2,16.1
-7.3,16.9
-7.2,16.9
-7,16
-7,15.5
-7,15.9
-6.7,15.3
-6.9,15.9
-7,15.7
1.44,12.7
1180,69.6
1320,78.7
695,36
174,13
-6.7,15.7
-7,16.3
-7.1,16.4
-7.4,17
-6.9,15.5
-7,15
-6.8,14.4
-4.9,12
-5.5,12.6
-6.8,15.4
-6.9,15.9
-6.9,16.5
48,12.2
101,11.7
32.3,15.3
57.6,17
213,25.2
-7.7,16.9
-6.6,14.8
-1.9,15.2
195,12.2
51.6,11.3
-6.9,15.1
-6.9,15.2
-7,15.7
-7.1,16.4
-7.8,18.5
-7.1,16.6
-6.9,15.7
-6.7,14.9
-6.9,15.7
-6.8,15.1
9.72,14.3
11.8,14.6
-2.9,15.1
3.29,17.1
2.41,18.2
36.3,13.6
1.72,15.7
45.6,16.7
216,24.8
624,30.3
281,14.5
117,13.2
28.7,15.1
53.4,9.68
10.6,14
-7,15.4
-6.8,14.9
-8.1,18.9
-7,15.5
-6.8,14.6
-7.2,15.8
-6.9,15
-7.1,15.2
-7.3,16.3
-6.8,14.9
-6.8,16.4
-6.9,16.3
-7.1,16.8
-7.1,17.5
-7,17.6
-7,16.7
-6.8,15.7
-7.2,16.1
-6.7,14.7
-6.7,14.5
-6.9,14.5
-6.9,14.1
-7,15.1
-7.3,15.2
-7.1,16.2
-7.5,16.5
-7.3,16.6
-7.3,17
-7.4,16
-7,16
-7.4,15.8
-7.1,15.2
-6.9,15
-6.8,15.1
-7,15.4
-7.2,15.9
-7.2,16.6
-7,16.1
-7.1,16.9
-6.9,15.5
-7,15.4
-6.7,14.3
-7,13.8
-6.7,14
-7.2,14.8
-8.2,17.5
-7,15.3
-7.5,17.3
-7.7,17
-7.2,16.1
-7.2,16.5
-7.5,16.2
-7.2,16.4
-7.3,16.7
-7.7,16.3
-7.1,15.9
-7.2,15.2
-7,14.5
-6.8,13.8
-6.9,15
-7.1,17.6
-7.1,15.9
-7.1,15.9
-7.1,15.4
-6.9,14.5
-6.9,14
-6.7,13.7
-7.3,14.2
-6.9,14.1
-6.9,14.3
-7.1,15.5
-7.5,15.8
-7.7,17.9
-7.2,16.7
-7.4,17.2
-7.2,16.7
-7.3,16.6
-7.3,16.4
-7.5,15.6
-7.1,14.6
-7.4,14.7
-7.7,15.4
8.39,12.4
35.3,11.4
-1.3,17.5
-7.3,16.2
40.2,12.5
9.68,14.5
122,12.7
0.702,14.1
-6.6,14.2
3.4,13.5
550,22.8
184,11.1
86.7,9.44
-7.7,11.3
-7,15
-4.5,15.1
20.9,10.3
51.1,10.4
57.9,10.4
11.9,11.8
-7.4,16.6
-8.2,18.6
-7.3,15.8
-6.8,14.9
-6.9,14.8
-7,16.5
-6.8,15.7
835,52.6
176,21.1
-6.7,14.4
140,16
198,19
91.3,12.2
1.69,14.7
201,12.8
529,22.8
33.4,15.8
-7.1,16.6
45.9,13.7
141,23.1
969,48.6
500,22.2
205,13.6
252,14.2
342,16
181,14.5
18.3,13
15.4,14.3
466,30.1
1180,66
1070,63.4
1320,79.3
1330,80
943,52.2
111,15.6
268,17.6
351,23.9
-8.5,17.1
136,14.6
1.88,14.8
-8,17.7
-7.2,15.2
-7.5,16
-7.1,15.6
57.8,14
105,14.7
207,13.7
178,14.2
-7.3,16.2
-7.1,15.2
-7,14.8
-7.1,14.7
-7.2,16.9
-7.1,17.2
-7.1,16.9
-7.2,17.1
-7,16.3
-7,16.4
-7.2,16.9
-7.1,16.4
-7,15
-7,14.3
-6.8,13.6
-7.3,15.7
-7.3,16
-7.2,16.1
-7.5,17.3
-8.1,19
-7.3,17
-7.1,16.8
-7.2,16.8
-7.8,18.2
-7.8,17.6
-8.1,16.9
-7.7,15.6
-7.1,15.3
-7,14.9
-6.9,14.2
-7,14.6
-7,14.6
-6.9,14.8
-7,15.9
-7.6,17.5
-7.4,17.9
-7,14.7
-6.8,13.1
-7.4,14.7
-7.3,14.9
-7.7,17.1
-7.1,15.9
-6.9,15.7
-7.1,16.6
-7.3,16.9
-7.4,17.4
-7.4,17.4
-8.8,20.7
-7.4,17.1
-8.3,18
-7.7,15.9
-7.1,15.1
-3.4,13.4
24.4,14.4
71,14.4
41.9,17.1
-7.3,17
225,20.3
291,20.8
38.4,10.8
-6.9,14.6
-7.2,14.9
50.5,15.9
226,13
62.5,12.7
82.2,16
83.6,14
40.3,13.9
126,12.6
99.8,12.3
117,12.8
38.2,12.5
27.2,14.6
19.7,12.1
29.6,13.2
27.5,11.4
75.1,9.33
10.2,13.6
-7.2,15.3
-7.4,15.6
7.7,15.7
44.4,13
14.8,13.5
-7.5,15.6
39.2,11.7
12.3,12.2
68.9,9.39
151,11
44,11.1
22.4,11.7
-7.1,15.3
-7.2,15.8
-7.3,15.5
-6.9,15.8
-6.9,15.4
-6.9,15.2
-7.1,15.3
-7.4,16.4
-7.7,15.9
-7.1,14.8
-7.1,15.9
-7.2,16.3
26.9,15.1
14.2,14.3
51.1,16.5
284,22.3
41.8,12.3
150,11.8
111,11.1
366,24.9
57.9,13.9
64.9,10.9
167,10.8
149,11.1
68.1,15.1
-8.3,17.3
-7.7,17.9
-7.5,17.3
-8.1,18.8
-7.6,16.8
-8.2,19.1
-7.3,16.4
-7,15.6
-7.1,15.7
-6.9,15.2
-6.6,14.1
-6.9,16
-6.8,15.4
-6.7,15
-6.9,16.8
-7,18.1
-6.8,16.4
-7.2,17.4
-7.4,16.8
-6.9,14.5
-7,14.7
-7.1,14.9
-7,14.8
-7.4,16.5
-7.4,16.8
-7.5,15.9
-7.3,16.3
-7.4,16.5
-7.3,16.1
-7.4,15.9
-7.4,14.8
-8,17
-6.9,14.5
-6.6,14
-6.9,14.8
-7,14.7
-7,16.1
-6.9,15.9
-7.1,17.2
-7.2,18.1
-7,15.1
-6.6,14.2
-6.7,13.8
-6.9,14.2
-7,14.1
-7.1,14.3
-7.3,15
-7,14.9
-7.3,16.5
-7.2,16.3
-8,17.5
-7.1,15.6
-7.5,16.6
-7.9,17.6
-8,16.5
-8.2,17.3
-7.3,15.4
-7.1,15.2
-7.1,15.1
-6.9,14.4
-7.2,15.4
-6.9,14.9
-7,15.4
408,30.7
447,21.3
130,12.9
4.35,14
54.8,9.49
46.1,12.9
190,11.7
111,11.2
8.36,16.1
526,24.9
75.2,16.6
-6.6,19.5
-7.6,17.2
-7.2,16
-7.5,16.2
-7.4,15.7
-7.1,15.5
35.6,13.9
225,18.9
660,30.9
113,15.5
133,19.3
59.5,12.6
50.8,12.9
37.7,13
-5.5,16.3
-6.9,17.4
-6.8,15.6
190,16
833,41.5
1330,77.8
1340,77.9
1360,78.9
1360,78.9
1300,74.8
648,39.6
-7.4,17.2
-7.6,17.3
-8,18.4
41.5,15.1
33.8,12.8
60.2,12.8
36.3,13.3
145,16.5
14.2,15.7
43.1,15.6
107,12.4
-5.6,17.7
-7.2,16.9
2.28,15.1
-8.3,17.3
-7.4,17.5
22.6,14.8
198,11.9
366,17
628,27.2
606,27
1030,53
1110,59.2
1220,70.7
1030,55.5
1190,69.3
1040,53.7
759,35.5
486,21.2
379,17
204,13.3
198,14.6
352,19.9
277,15
3.02,15.5
-7.3,16.9
12.5,13.1
-7.7,17.1
15.3,16.1
232,15
2.76,14.7
154,10.5
86.3,10.6
-7.4,16.3
111,10.8
100,10.7
317,17.5
378,18.3
349,17.3
447,20.8
70.9,11.7
-6.9,14
-7.5,14.2
-7.6,15.2
-7.9,14.7
-8,15.1
-6.7,12.9
-7.9,14.4
-7.2,14.5
-6.7,14.2
-6.7,14.1
-6.9,15
-6.9,15.4
-6.8,14.4
-7,14.8
-6.9,13.9
-7,14
-7.1,13.8
-7.1,14.3
-7.1,14.7
-7.1,15
-7.2,15
-7.5,14.6
-7.1,14.4
-7.3,14
-8.2,13.7
-7.8,14.7
-7.8,15.1
-7.5,14.5
-7.5,14.4
-7.4,14.2
-7.3,14.6
-7.2,14.4
-4.1,11.3
-6.6,13.9
-7.6,15.3
-4.9,12.1
-4.7,11.9
-4.7,11.9
-4.8,11.5
-4.7,11.2
-4.8,11
-4.8,11.6
-4.9,12.2
-5,12.6
-4.9,12.7
-4.8,12.4
-4.7,12.1
-4.8,11.9
-5.1,11.7
-5.4,10.9
-4.5,11.4
-4.4,11.6
-4.8,12.8
-4.5,11.6
-4.5,11.8
-5.2,13
-2.7,10.8
-5,13.7
-5,14.3
-5.1,13.9
-4.9,12.9
-5,13.5
-4.9,12.7
-4.9,12.3
-5.1,13.2
-5.3,14.2
-5.4,14.7
-5.3,14.4
-5.4,15
-5.4,14.6
-5.8,14.5
-5.7,15
-5.4,12.9
-4.9,12.8
-4.6,12.2
-4.8,13.1
-4.4,11.8
-4.3,11.8
-4.7,12.7
-4.5,12.3
-4.4,11.9
-4.4,11.9
-4.6,13
-4.6,12.9
-4.6,12.6
-4.7,13.2
-4.6,12
-4.6,11.7
-4.7,12.3
-4.7,12
-4.7,12.2
-4.8,12.4
-4.8,12.3
-4.7,12.2
-4.8,12.4
-4.7,12.4
-5.1,12.7
-4.8,12.4
-7.9,16.9
-7.8,17.4
-7.5,17
-7.1,15.8
-7,15.5
-5.5,14.4
-3.4,14.7
22.6,10.9
105,12.6
154,12.4
-6.5,14.8
66.4,11.6
48,10.3
-5.4,14.7
-7.1,15.6
111,12.6
154,13.1
127,12.9
190,14.5
190,14.5
16.5,15.4
-7.1,17.2
-8.2,18.9
-7,15.7
-6.9,15
1.31,13.9
51.6,11.3
67.2,12.4
62.1,12.8
22.7,14.6
10.4,15.1
23.5,14.1
3.5,12.5
-7.1,15.9
-6.5,14.8
-6.6,14.8
-7.2,14.9
7.05,12.5
42.6,10.2
9.65,11.3
26.5,11.2
-7,16
18.3,14.6
-8.9,19.6
-4.6,18.2
-8.1,18.8
-7.6,18.5
-6.8,16.2
-6.8,15.5
-5.6,15.7
44.1,11.5
51.9,13.4
28.6,16.9
4.32,16.9
135,12.6
272,13.9
184,12.6
125,10.9
-3.9,12.9
-8.4,19.2
-2.6,15.1
203,11.7
136,11.2
122,11.3
101,11.4
123,12.1
145,12.8
-3.1,15.4
-7.3,16.4
-7.2,16.1
-7,15.4
-6.9,15.2
-6.9,15
-6.9,15.5
-7.2,16.3
28.2,13.5
-2.2,15.4
-8.2,17.4
34.8,11.1
81.9,10.8
107,10.7
69.3,10.9
92.4,11.4
122,11.4
149,11.5
223,12.9
146,11.3
30.4,13.3
-6.6,15.3
-7.3,17.1
-7,16.4
-6.8,15.7
-6.8,15.7
-7,15.5
-6.6,14.9
-7,16.9
-4,16.5
38,12
-4.8,18.1
110,17.3
-3.8,17.4
-8.3,19.2
-7.4,18.3
334,19.8
274,15.3
76.8,12.7
151,12.2
25.5,12
-7.9,16.8
34.8,14.2
219,12.7
160,12
141,12.1
308,16.9
118,12.2
-5.5,16.4
-7.1,16.6
-7.2,16.3
-6.8,15.2
-7.4,16.4
-6.6,14.3
-3.9,12.9
-7.2,18.3
-2.8,16.5
4.85,16.6
6.29,16.3
275,28.4
20.6,12.3
-7.5,16.8
98,15.7
-7.3,16.1
11.2,15.5
2.34,15.9
204,16.6
196,12.9
124,13.6
-8.1,18.5
-8.6,19.8
-7.1,16.4
-7.2,16
-7.5,17
64.3,15.4
-7.5,15.9
-7.1,15.2
57.4,13.1
139,11.6
55.4,10.5
8.5,15.2
-5.3,16.9
25.3,17.8
258,23.4
-7.8,16.1
-7.8,16.1
2.63,12.8
183,14.9
272,21.8
259,16.9
183,14.3
53.3,13.4
51.1,11.9
-7.1,16.3
-7.2,16.8
-7.5,17.4
-7.4,16.8
56.4,14.6
216,12.5
116,12.5
-8,18.3
-7.4,16.6
-7.2,16
84.2,13.1
33.4,13.5
33.7,13.4
-8,17.6
-7.1,16.4
-7,16.3
-6.9,15.9
-6.9,15.2
-6.7,14.5
-6.9,14.5
-6.9,14.5
-8,17.4
-7.3,15.8
-7.1,15.8
-7.2,16.4
7.31,16.3
41.5,15.8
-7.7,18.3
221,16.1
349,17.1
203,14.1
15.7,12.7
22.5,12.2
136,11.3
36,12.2
72.4,11.2
44.6,13.4
112,12.2
123,10.8
2.96,15
-7,16.2
-7,16.3
-7.1,15.9
-7.6,17.2
-7.5,16.8
-7.4,17
-7,15.7
-7.1,16.6
-7.8,18.6
-8.5,20.6
-7.3,17.9
-7.7,18.9
-9.4,23.2
-8.7,21.4
-7.7,17.4
-7.5,17.4
-7,15.3
-7,15.4
-7.3,16.1
-7.2,15.7
-7.4,16.3
-7,15.4
1.78,14.2
-4.6,15.4
11.5,15.7
116,10.8
44.1,10.2
53.9,10.2
88,10.8
199,14.4
82.1,11.9
-7,15.7
141,12.7
17.8,12.2
-8.3,17.8
-3.2,16.6
-7.8,16.9
-7.5,16.5
-7.2,15.6
-6.9,15.3
-7,15.5
-7,15.2
22.7,13.5
62.1,11.8
-7.6,17.6
56.9,13.8
64.5,12.4
-6.9,16.4
-6.8,15.2
-6.9,15.3
299,18.8
658,36.4
-1.3,14.8
140,16.6
17.7,13.6
-9.2,18.9
-7.9,18
-7.6,17.6
-1.3,17.9
80.1,14.8
94.4,11.1
20.7,13.3
-6,17.6
-7,15.9
-7.2,15.7
15.2,14.5
76.3,11.7
168,12.5
234,15.2
93.8,14.9
348,21.2
558,24.7
244,19.4
88.2,13
736,38.4
318,16.4
8.51,14
-6.9,15.2
-6.8,14.7
187,14.3
12.6,17.4
-8.6,19.6
-7.2,16.7
114,16.6
253,15.1
94.1,11.6
29.2,11.6
-6.9,15.3
-7,15.6
-7.5,17.8
-4,16.7
9.95,17.3
10.5,16.2
76.9,12.5
611,30.1
1080,62.2
865,45.8
987,50.7
1100,61.9
1430,87.3
713,36.6
669,31.2
424,20.5
156,17
-8.4,15
253,14.9
339,17.2
72.4,15.2
7.68,18.5
-7.5,16.9
-7.5,16.3
-7.5,16.5
-6.7,14.8
-7.1,15.3
-7.2,15.4
-7.5,17.2
5.65,15.7
-7.4,17.9
36.2,18.8
118,20.9
-0.71,18.2
4.5,16.9
287,17.8
615,29.9
127,12.5
18.3,16
61.6,12.6
88.8,12.6
134,13.3
186,13.9
571,33.2
21.3,15.5
-7.9,17.9
-7.9,17.4
-7.7,16.5
-2,14.9
29.5,14.2
71.3,13.4
82.2,11
89.2,12.6
-0.18,16.4
74.2,15.4
13.4,14.4
280,16.2
29.3,16.4
98.4,10.5
442,17.1
390,18.7
107,13.5
109,12.4
13.1,14.8
-3.5,17.9
-5.7,20.6
-7.7,20.3
-3.3,17.5
-0.38,14.8
104,14
-6.6,18.3
-7.5,18.9
-8,19.2
-9.4,22.1
-8.3,18.3
798,52.1
1000,52.7
1110,65
920,55.5
901,44.6
504,21.6
374,17
712,42.5
390,25
54.1,18
592,25.8
126,16.9
1190,72.7
1420,84.8
1420,88.5
1120,69.1
601,41.1
389,23.1
226,16.8
164,16.6
-8,20
-7.7,18.7
-7.1,16.7
-7.4,17
-7.2,16.5
-7.2,16.8
-7,16.6
-7.1,16.7
-7.3,17.6
-7,16.7
-7.1,17.1
-7.3,17.6
-7.4,17.4
-7.3,16.8
-7.5,17.4
-7.4,17.5
-7.6,18.8
-7.6,19.5
-7.7,19.7
-7.8,19.9
-7.4,19
-7.8,19.6
-7.5,18.1
111,13.7
227,16
135,13.2
-0.029,17.3
-7.6,17.6
-7.6,17.1
9.5,15.9
